original_title,genres,popularity
Basic,Action|Drama|Mystery|Thriller|Crime,19.226763
Blood Work,Crime|Drama|Mystery|Thriller,10.089065
The International,Drama|Thriller|Crime,13.391833
Escape from L.A.,Action|Adventure|Science Fiction|Thriller,21.637234
The Iron Giant,Adventure|Animation|Family|Fantasy|Science Fiction,61.245957
The Life Aquatic with Steve Zissou,Adventure|Comedy|Drama,25.237969
Free State of Jones,War|Action|Drama|History|Thriller,21.589393
The Life of David Gale,Drama|Thriller|Crime,22.442241
Man of the House,Comedy|Action,6.004422
Run All Night,Action|Crime|Drama|Mystery|Thriller,74.64653
Eastern Promises,Thriller|Crime|Mystery,35.481169
Into the Blue,Action|Thriller|Adventure|Crime,14.723467
Joan of Arc,Adventure|Drama|Action|History|War,21.084542
Your Highness,Comedy,21.408222
Dream House,Drama|Thriller|Mystery,19.267479
Mad City,Action|Drama|Thriller,3.314004
Baby's Day Out,Action|Adventure|Comedy|Family,21.312186
The Scarlet Letter,Drama|History|Romance,7.44268
Fair Game,Drama|Thriller,12.54949
Domino,Action|Crime,18.394571
Jade,Action|Thriller|Mystery|Romance,8.189406
Gamer,Action|Thriller|Science Fiction,27.631262
Beautiful Creatures,Fantasy|Drama|Romance,40.721373
Death to Smoochy,Comedy|Crime|Drama|Thriller,11.329727
Zoolander 2,Comedy,37.253774
The Big Bounce,Comedy|Crime,6.397388
What Planet Are You From?,Comedy|Drama|Romance|Science Fiction,2.275331
Drive Angry,Fantasy|Thriller|Action|Crime,30.387148
Street Fighter: The Legend of Chun-Li,Action|Adventure|Science Fiction|Thriller,8.139676
The One,Action|Science Fiction|Thriller,21.746245
The Adventures of Ford Fairlane,Action|Comedy|Thriller|Crime|Mystery,2.808428
The Boat That Rocked,Drama|Comedy,31.02233
Traffic,Thriller|Drama|Crime,25.170217
Indiana Jones and the Last Crusade,Adventure|Action,80.972475
Anna Karenina,Drama|Romance,26.38704
Chappie,Crime|Action|Science Fiction,116.700319
The Bone Collector,Drama|Mystery|Thriller|Crime,33.884459
Panic Room,Crime|Drama|Thriller,53.043124
The Tooth Fairy,Horror,0.716764
Three Kings,Action|Adventure|Comedy,34.973086
Child 44,Crime|Thriller,40.371098
Rat Race,Adventure|Comedy,18.60049
K-PAX,Drama|Science Fiction,30.920075
Kate & Leopold,Comedy|Fantasy|Romance|Science Fiction,11.940711
Bedazzled,Fantasy|Comedy|Romance,19.348007
The Cotton Club,Music|Drama|Crime|Romance,8.59075
3:10 to Yuma,Western,48.801089
Taken 3,Thriller|Action,88.844777
Out of Sight,Romance|Comedy|Crime,16.000178
The Cable Guy,Comedy|Drama|Thriller,19.525659
1947: Earth,Drama,1.246883
Dick Tracy,Adventure|Action|Comedy|Thriller|Crime,7.859226
The Thomas Crown Affair,Drama|Crime|Romance,18.102572
Riding in Cars with Boys,Comedy|Drama|Romance,7.226115
First Blood,Action|Adventure|Thriller|War,63.071046
Солярис,Drama|Science Fiction|Adventure|Mystery,24.132271
Happily N'Ever After,Animation|Comedy|Family|Fantasy|Science Fiction,10.410933
Mary Reilly,Drama|Horror|Thriller|Romance,6.067212
My Best Friend's Wedding,Comedy|Romance,15.401855
America's Sweethearts,Comedy|Romance,10.698929
Insomnia,Crime|Mystery|Thriller,41.322708
Star Trek: First Contact,Science Fiction|Action|Adventure|Thriller,25.6713
Jonah Hex,Action|Western|Drama|Fantasy|Thriller,22.581313
Courage Under Fire,Drama|Thriller|Mystery|War,12.971122
Liar Liar,Comedy,26.721386
The Infiltrator,Crime|Drama|Thriller,24.672234
Inchon,Drama|History|War,0.146783
The Flintstones,Fantasy|Comedy|Family,28.964162
Taken 2,Action|Crime|Thriller,49.353524
Scary Movie 3,Comedy,36.585509
Miss Congeniality,Comedy|Crime|Action,32.624355
Journey to the Center of the Earth,Action|Science Fiction|Adventure|Comedy|Family,53.090422
The Princess Diaries 2: Royal Engagement,Comedy|Drama|Family|Romance,30.002907
The Pelican Brief,Drama|Mystery|Thriller|Crime,17.923254
The Client,Drama|Thriller|Crime|Mystery,17.746719
The Bucket List,Drama|Comedy,31.305336
Patriot Games,Drama|Action|Thriller|Crime,19.637704
Monster-in-Law,Romance|Comedy,10.411996
Prisoners,Drama|Thriller|Crime,88.496873
Training Day,Action|Crime|Drama|Thriller,52.081131
Galaxy Quest,Comedy|Family|Science Fiction,30.816341
Scary Movie 2,Comedy,35.376971
The Muppets,Comedy|Family|Music,17.047276
Blade,Horror|Action,43.815492
Coach Carter,Drama,23.234651
Changing Lanes,Action|Adventure|Crime|Thriller,17.270539
Anaconda,Adventure|Horror|Thriller,27.684779
Coyote Ugly,Comedy,26.79781
Love Actually,Comedy|Romance|Drama,37.073127
A Bug's Life,Adventure|Animation|Comedy|Family,87.350802
From Hell,Horror|Mystery|Thriller,26.134678
The Specialist,Action|Thriller,16.582709
Tin Cup,Comedy|Drama|Romance,10.731574
"Yours, Mine and Ours",Comedy|Drama|Family,2.094151
Kicking & Screaming,Romance|Comedy|Family,8.99269
The Hitchhiker's Guide to the Galaxy,Adventure|Comedy|Family|Science Fiction,51.742065
Fat Albert,Comedy|Drama|Family,7.157635
Resident Evil: Extinction,Horror|Action|Science Fiction,12.06538
Blended,Comedy,44.120328
Last Holiday,Adventure|Comedy|Drama,6.156015
The River Wild,Action|Adventure|Crime|Thriller,12.362876
The Indian in the Cupboard,Adventure|Family|Fantasy,11.095914
Savages,Crime|Drama|Thriller,31.856589
Cellular,Action|Adventure|Crime|Thriller,24.459948
Johnny English,Adventure|Action|Comedy,28.029015
The Ant Bully,Fantasy|Adventure|Animation|Comedy|Family,20.239061
Dune,Action|Science Fiction|Adventure,25.876582
Across the Universe,Adventure|Drama|Music|Romance,11.872841
Revolutionary Road,Drama|Romance,20.360549
16 Blocks,Action|Adventure|Crime|Thriller,32.31022
Babylon A.D.,Action|Adventure|Science Fiction|Thriller,27.568194
The Glimmer Man,Action|Adventure|Crime|Drama|Thriller,6.250282
Multiplicity,Comedy|Fantasy|Science Fiction,11.120344
Aliens in the Attic,Adventure|Comedy|Family|Fantasy|Science Fiction,13.707183
The Pledge,Crime|Drama|Mystery|Thriller,12.495436
The Producers,Comedy|Music,6.803965
The Phantom,Adventure|Action,9.025236
All the Pretty Horses,Drama|Romance|Western,7.524671
Nixon,History|Drama,3.770161
The Ghost Writer,Thriller|Mystery,21.118196
Deep Rising,Adventure|Action|Horror|Science Fiction,6.513856
Miracle at St. Anna,Drama|War,11.387408
滿城盡帶黃金甲,Action|Drama|Fantasy,9.950505
Bangkok Dangerous,Action|Crime|Thriller,14.813057
Big Trouble,Action|Comedy|Thriller,5.201688
Love in the Time of Cholera,Drama|Romance,5.361699
Shadow Conspiracy,Action|Thriller,3.848893
Johnny English Reborn,Crime|Adventure|Action|Comedy|Thriller,35.6585
Foodfight!,Animation|Action|Comedy|Family,5.258726
Argo,Drama|Thriller,62.01056
The Fugitive,Adventure|Action|Thriller|Crime|Mystery,54.884297
The Bounty Hunter,Action,33.747825
Sleepers,Crime|Drama|Thriller,16.245068
Rambo: First Blood Part II,Action|Adventure|Thriller|War,38.653969
The Juror,Drama|Thriller,3.937352
Pinocchio,Animation|Family,46.007991
Heaven's Gate,Action|Drama|History|Western,5.380124
Underworld: Evolution,Fantasy|Action|Science Fiction|Thriller,49.020045
Victor Frankenstein,Drama|Science Fiction|Thriller,24.821138
Finding Forrester,Drama,19.043286
28 Days,Comedy|Drama,5.418921
Unleashed,Action|Crime,25.999888
The Sweetest Thing,Romance|Comedy,18.65632
The Firm,Drama|Mystery|Thriller,23.736535
Charlie St. Cloud,Drama,21.75433
The Mechanic,Action|Thriller|Crime,44.094856
21 Jump Street,Action|Comedy|Crime,62.714026
Notting Hill,Romance|Comedy|Drama,28.969151
Chicken Run,Animation|Comedy|Family,31.789029
Along Came Polly,Comedy|Romance,33.238296
Boomerang,Comedy|Romance,6.420434
The Heat,Action|Comedy|Crime,37.654688
Cleopatra,Drama|History|Romance,13.244365
Here Comes the Boom,Comedy,26.799913
High Crimes,Drama|Mystery|Thriller|Crime,14.046705
The Mirror Has Two Faces,Comedy|Drama|Romance,3.844926
The Mothman Prophecies,Drama|Horror|Mystery,14.733513
Brüno,Comedy,16.122168
Licence to Kill,Adventure|Action|Thriller,28.22119
Red Riding Hood,Fantasy|Thriller|Horror,45.151657
15 Minutes,Action|Crime|Thriller,15.205371
Super Mario Bros.,Adventure|Comedy|Family|Fantasy,14.587367
Lord of War,Crime|Drama|Thriller,34.828241
英雄,Drama|Adventure|Action|History,23.607392
One for the Money,Action|Comedy|Crime,19.438503
The Interview,Action|Comedy,74.168016
The Warrior's Way,Adventure|Fantasy|Action|Western|Thriller,7.349497
Micmacs à tire-larigot,Action|Comedy|Crime,7.663515
8 Mile,Drama,32.798571
Pourquoi j'ai pas mangé mon père,Adventure|Comedy|Animation,5.794466
A Knight's Tale,Adventure|Drama|Romance|Action,36.670399
The Medallion,Thriller|Fantasy|Action|Comedy,14.653718
The Sixth Sense,Mystery|Thriller|Drama,73.085576
Man on a Ledge,Action|Thriller|Crime,34.041407
The Big Year,Comedy,9.419726
The Karate Kid,Drama,28.456572
American Hustle,Drama|Crime,49.664128
The Proposal,Comedy|Romance|Drama,36.238968
Double Jeopardy,Crime|Drama|Mystery|Thriller,19.439386
Back to the Future Part II,Adventure|Comedy|Family|Science Fiction,43.345252
Lucy,Action|Science Fiction,115.241998
Fifty Shades of Grey,Drama|Romance|Thriller,98.755657
Spy Kids 3-D: Game Over,Action|Adventure|Comedy|Family|Science Fiction,21.998734
A Time to Kill,Crime|Drama|Thriller,25.219805
Cheaper by the Dozen,Comedy,26.516624
Lone Survivor,Action|Drama|Thriller|War,37.084384
A League of Their Own,Comedy,21.661028
The Conjuring 2,Horror,68.794673
The Social Network,Drama,69.27822
He's Just Not That Into You,Comedy|Romance|Drama,26.253357
Scary Movie 4,Comedy,32.549282
Scream 3,Horror|Mystery,24.992057
Back to the Future Part III,Adventure|Comedy|Family|Science Fiction,45.769562
Get Hard,Comedy,36.301202
Dracula,Romance|Horror,45.022964
Julie & Julia,Romance|Drama,22.853006
42,Drama,31.884559
The Talented Mr. Ripley,Thriller|Crime|Drama,31.385257
Dumb and Dumber To,Comedy,67.767785
Eight Below,Adventure|Drama|Family,24.287306
The Intern,Comedy,53.114573
Ride Along 2,Action|Comedy,25.136082
The Last of the Mohicans,Action|Adventure|Drama|History|Romance|War,37.776566
Ray,Drama|Music,21.743321
Sin City,Action|Thriller|Crime,66.003433
Vantage Point,Drama|Action|Thriller|Crime,24.862767
"I Love You, Man",Comedy,25.391899
Shallow Hal,Comedy|Romance,29.854773
JFK,Drama|Thriller|History,26.82041
Big Momma's House 2,Comedy|Crime,17.61292
The Mexican,Action|Comedy|Crime|Romance,21.021809
17 Again,Comedy,52.571674
The Other Woman,Comedy|Romance,34.519636
The Final Destination,Horror|Mystery,32.478077
Bridge of Spies,Thriller|Drama,48.445978
Behind Enemy Lines,Action|Drama|Thriller|War,24.012986
Get Him to the Greek,Comedy,17.869443
Shall We Dance?,Drama|Romance|Comedy,14.231899
Small Soldiers,Comedy|Adventure|Fantasy|Science Fiction|Action,23.088571
Spawn,Action|Adventure|Fantasy|Horror|Science Fiction|Thriller,19.833664
The Count of Monte Cristo,Action|Adventure|Drama|Thriller,26.595983
The Lincoln Lawyer,Crime|Drama|Thriller,26.072228
Unknown,Action|Mystery|Thriller,38.643914
The Prestige,Drama|Mystery|Thriller,74.440708
Horrible Bosses 2,Comedy,82.185281
Escape from Planet Earth,Animation|Comedy|Adventure|Family|Science Fiction,18.14218
Apocalypto,Action|Adventure|Drama|Thriller,41.570047
The Living Daylights,Action|Adventure|Thriller,23.331459
Predators,Action|Science Fiction|Adventure|Thriller,47.649554
Legal Eagles,Comedy|Crime|Drama|Romance|Thriller,7.519433
Secret Window,Thriller|Mystery,32.908414
The Lake House,Romance|Drama|Mystery,29.88736
The Skeleton Key,Drama|Horror|Mystery|Thriller,29.105407
The Odd Life of Timothy Green,Fantasy|Drama|Comedy|Family,16.394452
Made of Honor,Comedy|Romance,19.574774
Jersey Boys,Music|Drama,14.199933
The Rainmaker,Drama|Crime|Thriller,12.229516
Gothika,Horror|Thriller,27.303608
Amistad,Drama|History|Mystery,3.698276
Medicine Man,Adventure,7.021871
Aliens vs Predator: Requiem,Fantasy|Action|Science Fiction|Thriller|Horror,39.381913
Ri¢hie Ri¢h,Comedy|Family,14.398356
Autumn in New York,Drama|Romance,8.680334
Music and Lyrics,Comedy|Music|Romance,17.659032
Paul,Adventure|Comedy|Science Fiction,43.151268
The Guilt Trip,Comedy,15.283444
Scream 4,Horror|Mystery,35.21926
8MM,Thriller|Crime|Mystery,25.580272
The Doors,Drama|Music,10.794175
Sex Tape,Comedy,72.641296
Hanging Up,Comedy|Drama,3.415534
Final Destination 5,Horror|Mystery,38.555482
Mickey Blue Eyes,Comedy|Crime|Romance,6.786117
Pay It Forward,Drama|Romance,24.313684
Fever Pitch,Comedy|Drama|Romance,9.965073
Drillbit Taylor,Comedy,15.055732
A Million Ways to Die in the West,Comedy|Western,32.808675
The Shadow,Adventure|Fantasy|Action|Thriller|Science Fiction,8.178203
Extremely Loud & Incredibly Close,Drama,31.066874
Morning Glory,Comedy|Drama|Romance,22.491388
Get Rich or Die Tryin',Drama,12.885985
The Art of War,Crime|Action|Adventure,7.832337
Rent,Drama|Romance,10.433667
Bless the Child,Drama|Horror|Thriller|Crime,3.321949
The Out-of-Towners,Comedy,4.842626
The Island of Dr. Moreau,Fantasy|Horror|Science Fiction,13.210898
The Musketeer,Action|Adventure|Drama,3.296933
The Other Boleyn Girl,Drama,22.939557
Sweet November,Drama|Romance,19.372805
The Reaping,Horror,13.445697
Mean Streets,Drama|Crime,17.002096
Renaissance Man,Comedy|War,4.516953
Colombiana,Action|Thriller|Crime|Drama,33.785969
Quest for Camelot,Fantasy|Animation|Drama|Romance|Family,16.059443
City By The Sea,Crime|Drama|Mystery,3.476966
At First Sight,Drama|Romance,5.778724
Torque,Action,7.360793
City Hall,Drama|Thriller,3.621837
Showgirls,Drama,14.513305
Marie Antoinette,Drama|History,22.364549
Kiss of Death,Action|Crime|Drama|Thriller,6.90894
Get Carter,Action|Drama|Thriller|Crime,4.494788
Lo imposible,Thriller|Drama,47.559928
Ishtar,Action|Adventure|Comedy,2.410546
Fantastic Mr. Fox,Adventure|Animation|Comedy|Family,41.258956
Life or Something Like It,Comedy|Drama|Romance,8.980846
Memoirs of an Invisible Man,Comedy|Fantasy|Science Fiction,7.222985
Le fabuleux destin d'Amélie Poulain,Comedy|Romance,73.720244
New York Minute,Comedy,10.0403
Alfie,Comedy,15.219263
Big Miracle,Adventure|Drama|Romance,8.303696
The Deep End of the Ocean,Drama|Mystery,4.746085
FearDotCom,Horror|Thriller,6.756886
Cirque du Freak: The Vampire's Assistant,Adventure|Fantasy|Action|Thriller,16.424807
Duplex,Action|Comedy|Thriller,15.590001
Soul Men,Comedy|Music,5.483671
Raise the Titanic,Action|Drama|Thriller,1.630541
Universal Soldier: The Return,Action|Science Fiction,14.566664
Pandorum,Action|Horror|Mystery|Science Fiction|Thriller,28.353517
Impostor,Action|Science Fiction|Thriller,9.579975
Extreme Ops,Action|Adventure|Drama|Thriller,2.911819
Just Visiting,Comedy|Fantasy|Science Fiction,10.844882
Sunshine,Science Fiction|Thriller,51.502884
A Thousand Words,Drama|Comedy,13.119133
Delgo,Adventure|Fantasy|Animation|Comedy|Science Fiction|Family,4.238482
The Gunman,Action|Drama|Crime,26.935458
Stormbreaker,Adventure|Action|Family,16.282962
Disturbia,Thriller|Drama|Mystery,31.690456
Hackers,Action|Crime|Thriller|Drama,17.842246
The Hunting Party,Action|Adventure|Thriller|Drama,8.048305
The Hudsucker Proxy,Comedy|Drama,14.188982
投名狀,Action|Drama|History,6.884467
Nomad,Action|History|War,8.212018
Snowpiercer,Action|Science Fiction|Drama,64.238688
Un monstre à Paris,Adventure|Animation|Comedy|Family|Fantasy,17.375562
The Last Shot,Action|Comedy,6.7698
The Crow,Fantasy|Action|Thriller,44.690107
Baahubali: The Beginning,Action|Adventure|War|History,16.254032
The Time Traveler's Wife,Drama|Romance|Fantasy,37.492928
Because I Said So,Comedy,18.678415
Frankenweenie,Animation|Comedy|Family,27.908783
Serenity,Science Fiction|Action|Adventure|Thriller,45.388937
Against the Ropes,Romance|Drama,2.817364
Superman III,Comedy|Action|Adventure|Fantasy|Science Fiction,22.164202
Grudge Match,Comedy,21.362949
Chi bi,Adventure|Drama|Action,14.8375
Sweet Home Alabama,Comedy|Romance,18.256028
The Ugly Truth,Comedy|Romance,22.332927
Sgt. Bilko,Comedy|Family,5.417787
Spy Kids 2: The Island of Lost Dreams,Action|Adventure|Family,24.085144
Star Trek: Generations,Science Fiction|Action|Adventure|Thriller,14.779041
一代宗師,Action|Drama|History,19.947265
Water for Elephants,Drama|Romance,16.801218
Dragon Nest: Warriors' Dawn,Adventure|Family|Fantasy|Animation,5.057695
The Hurricane,Drama,20.825781
Enough,Drama|Thriller,11.500783
Heartbreakers,Crime|Comedy|Romance,13.932203
Paul Blart: Mall Cop 2,Action|Comedy|Family,41.258487
Angel Eyes,Drama|Romance|Thriller,6.454634
Joe Somebody,Comedy,5.257009
The Ninth Gate,Horror|Mystery|Thriller,30.359164
Extreme Measures,Drama|Thriller,3.426555
Rock Star,Music|Drama|Comedy,11.60815
Precious,Drama,18.664624
White Squall,Action|Drama,10.047579
The Thing,Horror|Mystery|Science Fiction,52.731379
Riddick,Science Fiction|Action|Thriller,46.630062
Switchback,Action|Adventure|Mystery|Thriller,4.131546
Texas Rangers,Action|Western,5.641978
City of Ember,Adventure|Family|Fantasy,23.465539
The Master,Drama,25.682509
Virgin Territory,Adventure|Action|Comedy|Romance,6.760922
The Express,Drama,3.87823
The 5th Wave,Adventure|Science Fiction,57.889964
Creed,Drama,57.773583
The Town,Crime|Drama|Thriller,24.218358
What to Expect When You're Expecting,Romance|Comedy|Drama,27.009723
Burn After Reading,Comedy|Drama,31.941347
Nim's Island,Adventure|Comedy|Family|Fantasy,14.353279
Rush,Drama|Action,33.003828
Magnolia,Drama,30.993736
Cop Out,Action|Comedy|Crime,25.825771
How to Be Single,Comedy|Romance,46.078371
Dolphin Tale,Drama|Family,6.63839
Twilight,Adventure|Fantasy|Drama|Romance,127.084938
John Q,Drama|Thriller|Crime,27.465433
Blue Streak,Action|Comedy|Crime,16.865782
We're the Millers,Comedy|Crime,100.348805
Obitaemyy Ostrov,Action|Fantasy|Science Fiction|Thriller,2.785832
Breakdown,Drama|Action|Thriller,9.176339
Never Say Never Again,Adventure|Action|Thriller,23.380757
Hot Tub Time Machine,Science Fiction|Comedy|Adventure,33.926473
Dolphin Tale 2,Family|Drama,6.967857
Reindeer Games,Thriller,11.470135
A Man Apart,Action|Drama,19.854932
Aloha,Drama|Comedy|Romance,29.652536
Ghosts of Mississippi,History|Drama,8.102925
Snow Falling on Cedars,Drama|Romance,2.79483
The Rite,Drama|Thriller|Horror,11.492474
Gattaca,Thriller|Science Fiction|Mystery|Romance,70.398356
Isn't She Great,Drama|Comedy,1.068453
Space Chimps,Animation|Family,6.293217
Head of State,Comedy,3.457194
The Hangover,Comedy,82.21166
葉問3,Action|Drama|History,19.167377
Austin Powers: The Spy Who Shagged Me,Adventure|Comedy|Crime|Science Fiction,18.316151
Batman,Fantasy|Action,44.104469
There Be Dragons,Drama,6.668679
Lethal Weapon 3,Adventure|Action|Comedy|Thriller|Crime,36.172182
The Blind Side,Drama,25.767395
Spy Kids,Action|Comedy|Family|Adventure,21.543389
Horrible Bosses,Comedy|Crime,50.309843
True Grit,Drama|Adventure|Western,49.292384
The Devil Wears Prada,Comedy|Drama|Romance,83.893257
Star Trek: The Motion Picture,Science Fiction|Adventure|Mystery,24.616634
Identity Thief,Comedy|Crime,34.005726
Cape Fear,Crime|Thriller,27.714043
21,Drama|Crime,45.149948
Trainwreck,Comedy,72.774941
Guess Who,Comedy|Romance,3.74263
The English Patient,Drama|Romance|War,29.381878
L.A. Confidential,Crime|Drama|Mystery|Thriller,24.860326
Sky High,Adventure|Comedy|Family,11.041659
In & Out,Comedy|Romance,11.897925
Species,Science Fiction|Horror|Action,23.607071
A Nightmare on Elm Street,Horror,38.204158
The Cell,Horror|Science Fiction|Thriller,25.413955
The Man in the Iron Mask,Action|Adventure|Drama,28.98027
Secretariat,Drama,9.525037
TMNT,Adventure|Animation|Comedy|Family,18.39217
Radio,Drama,9.254647
Friends with Benefits,Romance|Comedy,40.526587
Neighbors 2: Sorority Rising,Comedy,50.179171
Saving Mr. Banks,Comedy|Drama|History,31.957947
Malcolm X,Drama|History,19.822791
This Is 40,Comedy,38.429648
Old Dogs,Comedy|Family,13.707843
Underworld: Rise of the Lycans,Fantasy|Action|Adventure|Science Fiction|Thriller,51.927471
License to Wed,Comedy,14.503568
The Benchwarmers,Comedy,6.74556
Must Love Dogs,Comedy|Romance,11.120167
Donnie Brasco,Crime|Drama|Thriller,40.370442
Resident Evil,Horror|Action|Science Fiction,40.715623
Poltergeist,Horror,36.230204
The Ladykillers,Comedy|Crime|Thriller,23.666229
Max Payne,Action,25.903237
In Time,Action|Thriller|Science Fiction,60.231382
The Back-Up Plan,Comedy|Romance,18.38292
Something Borrowed,Comedy|Drama|Romance,14.029012
Black Knight,Adventure|Comedy|Fantasy,15.913783
The Bad News Bears,Comedy|Family,6.889633
Street Fighter,Action|Adventure|Thriller,19.286099
The Pianist,Drama|War,50.587541
The Nativity Story,Drama|History,3.721272
House of Wax,Horror,17.157738
Closer,Drama|Romance,22.636908
J. Edgar,Drama|Crime|History,28.069419
Mirrors,Horror|Mystery|Thriller,19.774543
Queen of the Damned,Drama|Fantasy|Horror,11.644243
Predator 2,Science Fiction|Action|Thriller,27.934978
Untraceable,Drama,12.677505
Blast from the Past,Comedy|Romance,8.737058
Flash Gordon,Science Fiction,12.343507
Jersey Girl,Comedy|Romance,14.699342
Alex Cross,Action|Thriller|Crime|Mystery,14.513243
Midnight in the Garden of Good and Evil,Crime|Drama|Mystery|Thriller,5.525544
Heist,Crime|Action|Thriller,15.079993
Nanny McPhee and the Big Bang,Comedy|Fantasy,23.835055
Hoffa,Crime|History,5.926966
The X Files: I Want to Believe,Drama|Mystery|Science Fiction|Thriller,25.454549
Ella Enchanted,Family|Fantasy|Comedy,22.71592
Concussion,Drama,35.120736
Abduction,Thriller|Action|Mystery,19.893646
Valiant,Animation|Family|Adventure,14.051852
Wonder Boys,Comedy|Drama,9.011729
Superhero Movie,Action|Comedy|Science Fiction,19.088655
Broken City,Thriller|Crime|Drama,29.490057
Cursed,Horror|Comedy,11.195593
Premium Rush,Crime|Action|Thriller,17.709888
Hot Pursuit,Action|Comedy|Crime,18.262017
The Four Feathers,War|Adventure|Drama|Romance,10.10364
Parker,Action|Crime,28.670477
Wimbledon,Comedy|Romance,16.736734
Furry Vengeance,Comedy,13.668633
Bait,Action|Horror|Thriller,9.780588
Krull,Fantasy|Action|Adventure,9.904881
Lions for Lambs,Action|Adventure|Drama|History,9.789027
Flight of the Intruder,Action|Adventure|Drama|Thriller,6.81729
Walk Hard: The Dewey Cox Story,Comedy|Music,10.73522
The Shipping News,Drama|Romance,11.1399
American Outlaws,Action|Western,6.727949
The Young Victoria,Drama|History|Romance,16.343317
Whiteout,Action|Crime|Mystery|Thriller,14.818718
The Tree of Life,Drama|Fantasy,43.862456
Knock Off,Action|Adventure|Thriller,2.706207
Sabotage,Action|Drama|Thriller|Crime,27.903999
The Order,Drama|Fantasy|Horror|Mystery|Romance|Thriller,3.746806
Punisher: War Zone,Action|Crime,17.112498
Zoom,Family|Fantasy|Comedy,10.304172
The Walk,Adventure|Drama|Thriller,37.335721
Warriors of Virtue,Fantasy|Family|Action,0.912395
A Good Year,Comedy|Drama|Romance,16.782471
Radio Flyer,Drama,3.503408
Bound by Honor,Action|Crime|Drama|Thriller,9.122828
Smilla's Sense of Snow,Action|Crime|Drama|Mystery|Thriller,5.419181
Femme Fatale,Thriller|Crime|Romance,9.07278
Lion of the Desert,Action|History|War,2.864979
Le Hussard sur le toit,War|Adventure|Drama|Romance,2.877488
Ride with the Devil,Drama|War|Romance|Western,5.516207
Biutiful,Drama,13.930763
Bandidas,Action|Comedy|Western|Crime,20.27704
Black Water Transit,Drama|Crime,0.126738
The Maze Runner,Action|Mystery|Science Fiction|Thriller,131.815575
Unfinished Business,Comedy,16.832312
The Age of Innocence,Drama|Romance,9.133747
The Fountain,Drama|Adventure|Science Fiction|Romance,24.606012
Chill Factor,Action|Comedy|Thriller,3.276912
Stolen,Action|Crime|Drama|Thriller,16.830184
崖の上のポニョ,Animation|Family,39.58676
The Longest Ride,Drama|Romance,41.946523
The Astronaut's Wife,Drama|Science Fiction|Thriller,20.697556
I Dreamed of Africa,Romance|Drama|Adventure,1.656695
Playing for Keeps,Comedy|Romance,17.932561
Mandela: Long Walk to Freedom,Drama|History,15.50957
Reds,Drama|History,4.602185
A Few Good Men,Drama,40.379966
Exit Wounds,Action|Crime|Thriller,12.601306
Big Momma's House,Crime|Comedy,24.389194
The House of Magic,Family|Fantasy|Animation|Adventure,12.867326
The Darkest Hour,Horror|Action|Thriller|Science Fiction,23.328823
Step Up Revolution,Music|Drama|Romance,29.775441
Snakes on a Plane,Action|Crime|Horror|Thriller,19.642328
The Watcher,Mystery|Thriller,7.339908
The Punisher,Action|Crime|Drama,35.099611
Goal!: The Dream Begins,Drama,16.541791
Safe,Action|Crime|Thriller,31.92695
Pushing Tin,Comedy|Drama,9.060642
Return of the Jedi,Adventure|Action|Science Fiction,46.509071
Doomsday,Action|Thriller|Science Fiction,21.538222
The Reader,Drama|Romance,33.923786
Wanderlust,Comedy,20.908494
Elf,Comedy|Family|Fantasy,16.901954
Phenomenon,Drama|Fantasy|Romance|Science Fiction,15.039407
Snow Dogs,Adventure|Comedy|Family,13.655735
Scrooged,Fantasy|Comedy|Drama,21.620317
Nacho Libre,Comedy|Family,14.642055
Bridesmaids,Comedy|Romance,17.107065
This Is the End,Action|Comedy,38.21708
Stigmata,Horror,14.993169
Men of Honor,Drama,24.147269
Takers,Action|Crime|Drama|Thriller,18.47242
The Big Wedding,Comedy,18.84332
"Big Mommas: Like Father, Like Son",Crime|Comedy|Action,15.901137
Source Code,Thriller|Science Fiction|Mystery,59.19888
Alive,Action|Adventure|Drama|Thriller,14.48851
The Number 23,Thriller|Drama|Mystery,23.197408
The Young and Prodigious T.S. Spivet,Adventure|Drama|Family,10.651202
1941,Action|Comedy,10.032626
Dreamer: Inspired By a True Story,Drama|Family,6.048743
A History of Violence,Drama|Thriller|Crime,34.628738
Transporter 2,Action|Thriller|Crime,47.5612
The Quick and the Dead,Action|Western,16.473355
Laws of Attraction,Action|Comedy|Romance|Thriller,6.201404
Bringing Out the Dead,Drama,15.560918
Repo Men,Action|Science Fiction|Thriller|Crime,25.799697
디워,Fantasy|Drama|Horror|Action|Thriller|Science Fiction,4.822033
Bogus,Fantasy|Comedy|Family,3.379454
The Incredible Burt Wonderstone,Comedy,26.9385
Cats Don't Dance,Animation|Comedy|Family|Music,4.098444
Cradle Will Rock,Drama,4.901553
The Good German,War|Crime|Drama|Mystery|Romance|Thriller,5.347936
George and the Dragon,Adventure,4.120549
Apocalypse Now,Drama|War,49.973462
Going the Distance,Comedy|Drama|Romance,13.611544
Mr. Holland's Opus,Music|Drama|Family,6.775294
Criminal,Action,27.891012
Out of Africa,Drama,13.864975
Flight,Drama,42.213765
Moonraker,Action|Adventure|Thriller|Science Fiction,29.887404
The Grand Budapest Hotel,Comedy|Drama,74.417456
Hearts in Atlantis,Drama|Mystery,7.06762
Arachnophobia,Comedy|Horror,15.895661
Frequency,Crime|Drama|Science Fiction|Thriller,19.258041
